type,id,locator,portuguese_source,english_applied,reviewed_english,brand,keywords,search_text,notes
food,93acb30b-4021-533b-810c-031dc0ce0fc2,,Costeleta de porco meio gorda estufada com azeite e banha,Chop Pork Semi-fat Stewed Olive Oil Lard,,,"[""costeleta"",""porco"",""pork"",""meio"",""gorda"",""fatty"",""estufada"",""stewed"",""azeite"",""olive"",""oil"",""banha"",""chop"",""semi"",""fat"",""lard""]",chop pork semi fat stewed olive oil lard chop pork semi fat stewed olive oil lard costeleta gorda fatty estufada banha,
food,01cf6b24-14b7-5eb9-8c81-0a4d6ec3df76,,Costeleta de porco meio gorda estufada com azeite e margarina,Chop Pork Semi-fat Stewed Olive Oil Margarine,,,"[""costeleta"",""porco"",""pork"",""meio"",""gorda"",""fatty"",""estufada"",""stewed"",""azeite"",""olive"",""oil"",""margarina"",""margarine"",""chop"",""semi"",""fat""]",chop pork semi fat stewed olive oil margarine chop pork semi fat stewed olive oil margarine costeleta gorda fatty estufada margarina,
food,697ca803-3a94-5334-90f0-68282e4656e2,,Costeleta de porco meio gorda estufada com margarina,Chop Pork Semi-fat Stewed Margarine,,,"[""costeleta"",""porco"",""pork"",""meio"",""gorda"",""fatty"",""estufada"",""stewed"",""margarina"",""margarine"",""chop"",""semi"",""fat""]",chop pork semi fat stewed margarine chop pork semi fat stewed margarine costeleta gorda fatty estufada margarina,
food,8c1d65ec-edbc-53d8-9865-4d3e70ba5d02,,Costeleta de porco meio gorda estufada com óleo alimentar e banha,Chop Pork Semi-fat Stewed Cooking Oil Lard,,,"[""costeleta"",""porco"",""pork"",""meio"",""gorda"",""fatty"",""estufada"",""stewed"",""óleo"",""oleo"",""oil"",""alimentar"",""banha"",""chop"",""semi"",""fat"",""cooking"",""lard""]",chop pork semi fat stewed cooking oil lard chop pork semi fat stewed cooking oil lard costeleta gorda fatty estufada oleo alimentar banha,
food,6158c316-ab47-51e7-b303-60d89fc57689,,"Costeleta de porco meio gorda estufada, sem molho",Chop Pork Semi-fat Stewed Sauce,"Chop Pork Semi-fat, Stewed without Sauce",,"[""costeleta"",""porco"",""pork"",""meio"",""gorda"",""fatty"",""estufada"",""stewed"",""molho"",""sauce"",""chop"",""semi"",""fat""]",chop pork semi fat stewed sauce chop pork semi fat stewed sauce costeleta gorda fatty estufada,
food,f08a6351-e3a7-57eb-b9ba-aef80b3f4870,,Costeleta de porco meio gorda frita panada,Chop Pork Semi-fat Fried Panada,,,"[""costeleta"",""porco"",""pork"",""meio"",""gorda"",""fatty"",""frita"",""fried"",""panada"",""chop"",""semi"",""fat""]",chop pork semi fat fried panada chop pork semi fat fried panada costeleta gorda fatty frita,
food,9e8ba33e-68ac-5f81-a32f-899f4e0514eb,,Costeleta de porco meio gorda grelhada,Chop Pork Semi-fat Grilled,"Chop Pork Semi-fat, Grilled",,"[""costeleta"",""porco"",""pork"",""meio"",""gorda"",""fatty"",""grelhada"",""grilled"",""chop"",""semi"",""fat""]",chop pork semi fat grilled chop pork semi fat grilled costeleta gorda fatty,
food,e8b6244e-d34e-5846-8d78-3f1f10321012,,Costeleta de vitela crua,Chop Veal Raw,"Chop Veal, Raw",,"[""costeleta"",""vitela"",""veal"",""crua"",""raw"",""chop""]",chop veal raw chop veal raw costeleta vitela,
food,d91817fc-ab61-53d1-9eb3-1dd9d0ce1560,,Costeleta de vitela frita com margarina,Chop Veal Fried Margarine,,,"[""costeleta"",""vitela"",""veal"",""frita"",""fried"",""margarina"",""margarine"",""chop""]",chop veal fried margarine chop veal fried margarine costeleta vitela frita margarina,
food,23d77599-19ce-5518-a7ba-58ccddbc6ccf,,Costeleta de vitela frita panada,Chop Veal Fried Panada,,,"[""costeleta"",""vitela"",""veal"",""frita"",""fried"",""panada"",""chop""]",chop veal fried panada chop veal fried panada costeleta vitela frita,
food,4ab14c5a-751b-5ffe-a8f7-5af0200ac547,,"Costeleta de vitela frita, sem molho",Chop Veal Fried Sauce,"Chop Veal, Fried without Sauce",,"[""costeleta"",""vitela"",""veal"",""frita"",""fried"",""molho"",""sauce"",""chop""]",chop veal fried sauce chop veal fried sauce costeleta vitela frita,
food,b54f1e5a-f663-5037-b287-b465d20dfdab,,Costeleta de vitela grelhada,Chop Veal Grilled,"Chop Veal, Grilled",,"[""costeleta"",""vitela"",""veal"",""grelhada"",""grilled"",""chop""]",chop veal grilled chop veal grilled costeleta vitela,
food,a786010b-d416-5479-8429-7b2311a04b12,,Costeleta ou perna de borrego assada com azeite e margarina,Chop Ou Leg Lamb Roasted Olive Oil Margarine,Chop or Leg Lamb Roasted Olive Oil Margarine,,"[""costeleta"",""perna"",""borrego"",""assada"",""roasted"",""azeite"",""olive"",""oil"",""margarina"",""margarine"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb roasted olive oil margarine chop ou leg lamb roasted olive oil margarine costeleta perna borrego margarina,
food,96c52962-9080-5661-8c55-fc2cbd8eb03f,,Costeleta ou perna de borrego assada com margarina,Chop Ou Leg Lamb Roasted Margarine,Chop or Leg Lamb Roasted Margarine,,"[""costeleta"",""perna"",""borrego"",""assada"",""roasted"",""margarina"",""margarine"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb roasted margarine chop ou leg lamb roasted margarine costeleta perna borrego margarina,
food,31e76c8b-bcf5-5bc4-97a1-b5a4ea208979,,"Costeleta ou perna de borrego frita com margarina, sem molho",Chop Ou Leg Lamb Fried Margarine Sauce,Chop or Leg Lamb Fried Margarine without Sauce,,"[""costeleta"",""perna"",""borrego"",""frita"",""fried"",""margarina"",""margarine"",""molho"",""sauce"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb fried margarine sauce chop ou leg lamb fried margarine sauce costeleta perna borrego frita margarina,
food,24cba569-05ad-5294-b354-7e95d13eae2c,,"Costeleta ou perna de borrego, assada, sem molho",Chop Ou Leg Lamb Roasted Sauce,"Chop or Leg Lamb, Roasted without Sauce",,"[""costeleta"",""perna"",""borrego"",""assada"",""roasted"",""molho"",""sauce"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb roasted sauce chop ou leg lamb roasted sauce costeleta perna borrego,
food,d3a43b00-5dc3-547b-b903-8cac5fdd4f51,,"Costeleta ou perna de borrego, cozida ",Chop Ou Leg Lamb Cooked,"Chop or Leg Lamb, Cooked",,"[""costeleta"",""perna"",""borrego"",""cozida"",""cooked"",""boiled"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb cooked chop ou leg lamb cooked costeleta perna borrego,
food,8fdf9cd3-c98b-5c3e-bb09-f819ec4588ff,,"Costeleta ou perna de borrego, crua ",Chop Ou Leg Lamb Raw,"Chop or Leg Lamb, Raw",,"[""costeleta"",""perna"",""borrego"",""crua"",""raw"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb raw chop ou leg lamb raw costeleta perna borrego,
food,639e16a9-d7fe-54a6-85da-2a09ad03e20b,,"Costeleta ou perna de borrego, estufada com azeite e margarina",Chop Ou Leg Lamb Stewed Olive Oil Margarine,Chop or Leg Lamb Stewed Olive Oil Margarine,,"[""costeleta"",""perna"",""borrego"",""estufada"",""stewed"",""azeite"",""olive"",""oil"",""margarina"",""margarine"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb stewed olive oil margarine chop ou leg lamb stewed olive oil margarine costeleta perna borrego estufada margarina,
food,2aec6c4c-9b86-55b8-ac23-e31c43319cb8,,"Costeleta ou perna de borrego, estufada com margarina",Chop Ou Leg Lamb Stewed Margarine,Chop or Leg Lamb Stewed Margarine,,"[""costeleta"",""perna"",""borrego"",""estufada"",""stewed"",""margarina"",""margarine"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb stewed margarine chop ou leg lamb stewed margarine costeleta perna borrego estufada margarina,
food,4d9bb42e-f5f7-5401-8886-a2278388e334,,"Costeleta ou perna de borrego, estufada sem molho",Chop Ou Leg Lamb Stewed Sauce,"Chop or Leg Lamb, Stewed without Sauce",,"[""costeleta"",""perna"",""borrego"",""estufada"",""stewed"",""molho"",""sauce"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb stewed sauce chop ou leg lamb stewed sauce costeleta perna borrego estufada,
food,cbec6ef4-ea3c-55de-8e16-978b9a0d1346,,"Costeleta ou perna de borrego, grelhada",Chop Ou Leg Lamb Grilled,"Chop or Leg Lamb, Grilled",,"[""costeleta"",""perna"",""borrego"",""grelhada"",""grilled"",""chop"",""ou"",""leg"",""lamb""]",chop ou leg lamb grilled chop ou leg lamb grilled costeleta perna borrego,
food,e9179bed-8570-5b50-a44b-28fbc6dccf53,,"Costeleta ou perna de carneiro magra frita com margarina, sem molho",Chop Ou Leg Mutton Magra Fried Margarine Sauce,Chop or Leg Mutton Lean Fried Margarine without Sauce,,"[""costeleta"",""perna"",""carneiro"",""mutton"",""lamb"",""magra"",""lean"",""light"",""frita"",""fried"",""margarina"",""margarine"",""molho"",""sauce"",""chop"",""ou"",""leg""]",chop ou leg mutton magra fried margarine sauce chop ou leg mutton magra fried margarine sauce costeleta perna carneiro lamb lean light frita margarina,
food,481d0acb-4c6e-5521-bd27-fab37bf79d10,,Cotovelos,Cotovelos,,,"[""pastas"",""massas"",""cotovelos"",""cotovelinhos"",""elbow"",""macaroni"",""seca"",""dry"",""cotovelo""]",cotovelos cotovelos pastas massas cotovelinhos elbow macaroni cotovelo,
food,547f1631-3223-58cc-a22c-2053f605a0a0,,Courgette,Courgette,,,"[""courgette"",""zucchini""]",courgette courgette zucchini,
food,a41181a6-2f05-53d3-aafa-afb802227f9f,,Couve,Kale (Cabbage),,,"[""couve"",""cabbage"",""kale""]",kale cabbage kale cabbage,
food,5e608168-8cec-53de-83c2-ce83c9ce51be,,Couve Roxa,Cabbage Red,,,"[""couve"",""cabbage"",""roxa"",""red"",""kale"",""purple""]",cabbage red cabbage red kale,
food,b391a17d-b481-5fe3-9248-67e598117649,,Couve-branca cozida,Couve-branca Cooked,"White Cabbage, Cooked",,"[""couve"",""cabbage"",""kale"",""branca"",""cozida"",""cooked"",""boiled""]",couve branca cooked couve branca cooked cabbage kale,
food,80299719-3e97-5a2d-9fb1-248c2b627d1a,,Couve-branca crua,Couve-branca Raw,"White Cabbage, Raw",,"[""couve"",""cabbage"",""kale"",""branca"",""crua"",""raw""]",couve branca raw couve branca raw cabbage kale,
food,feadce27-6fac-5ed6-8edc-26b0a2382ffd,,Couve-de-Bruxelas cozida,Couve-de-bruxelas Cooked,"Brussels Sprouts, Cooked",,"[""couve"",""cabbage"",""kale"",""bruxelas"",""bruxela"",""cozida"",""cooked"",""boiled"",""de""]",couve de bruxelas cooked couve de bruxelas cooked cabbage kale bruxela,
food,62f815e5-a11f-57a9-b3d7-a9be72736aaa,,Couve-de-Bruxelas crua,Couve-de-bruxelas Raw,"Brussels Sprouts, Raw",,"[""couve"",""cabbage"",""kale"",""bruxelas"",""bruxela"",""crua"",""raw"",""de""]",couve de bruxelas raw couve de bruxelas raw cabbage kale bruxela,
food,b06adfdb-9f94-590e-8781-186996a73366,,Couve-Flor (floretes),Couve-flor (floretes),Cauliflower (Florets),,"[""couve"",""flor"",""cauliflower"",""florets"",""cabbage"",""kale"",""flower"",""floretes"",""florete""]",couve flor floretes couve flor floretes cauliflower florets cabbage kale flower florete,
food,9c7284f5-0c53-5b3d-bf69-7481e49a3d87,,Couve-flor cozida,Couve-flor Cooked,"Cauliflower, Cooked",,"[""couve"",""cabbage"",""kale"",""flor"",""flower"",""cozida"",""cooked"",""boiled""]",couve flor cooked couve flor cooked cabbage kale flower,
food,bedde764-000f-5d16-8614-d487ce6415de,,Couve-flor crua,Couve-flor Raw,"Cauliflower, Raw",,"[""couve"",""cabbage"",""kale"",""flor"",""flower"",""crua"",""raw""]",couve flor raw couve flor raw cabbage kale flower,
food,74af643b-024e-509c-ae77-f307a7a1e9c8,,Couve-galega cozida,Couve-galega Cooked,"Kale, Cooked",,"[""couve"",""cabbage"",""kale"",""galega"",""cozida"",""cooked"",""boiled""]",couve galega cooked couve galega cooked cabbage kale,
food,84950148-3d57-5bff-9573-8ecccbfbc0bc,,Couve-galega crua,Couve-galega Raw,"Kale, Raw",,"[""couve"",""cabbage"",""kale"",""galega"",""crua"",""raw""]",couve galega raw couve galega raw cabbage kale,
food,7f3232cf-90b7-5fd5-b024-5031e3f74f41,,Couve-lombarda cozida,Couve-lombarda Cooked,"Savoy Cabbage, Cooked",,"[""couve"",""cabbage"",""kale"",""lombarda"",""cozida"",""cooked"",""boiled""]",couve lombarda cooked couve lombarda cooked cabbage kale,
food,f0950d88-63b5-5c62-916f-666c7c5b4c6d,,Couve-lombarda crua,Couve-lombarda Raw,"Savoy Cabbage, Raw",,"[""couve"",""cabbage"",""kale"",""lombarda"",""crua"",""raw""]",couve lombarda raw couve lombarda raw cabbage kale,
food,93e4300d-11e4-568e-acc4-7fbf2c9c7ad1,,Couve-portuguesa cozida,Couve-portuguesa Cooked,"Portuguese Cabbage, Cooked",,"[""couve"",""cabbage"",""kale"",""portuguesa"",""cozida"",""cooked"",""boiled""]",couve portuguesa cooked couve portuguesa cooked cabbage kale,
food,7a338d46-e89b-570f-a331-1c209ed88492,,Couve-portuguesa crua,Couve-portuguesa Raw,"Portuguese Cabbage, Raw",,"[""couve"",""cabbage"",""kale"",""portuguesa"",""crua"",""raw""]",couve portuguesa raw couve portuguesa raw cabbage kale,
food,580288e8-fc4b-5459-9087-9deca4d6e29d,,Couve-roxa crua,Couve-roxa Raw,"Red Cabbage, Raw",,"[""couve"",""cabbage"",""kale"",""roxa"",""purple"",""red"",""crua"",""raw""]",couve roxa raw couve roxa raw cabbage kale,
food,65957085-9966-50ca-8ed9-6147d20b22eb,,Cozido à portuguesa,Portuguese Cozido,"Portuguese, Boiled",,"[""cozido"",""cooked"",""boiled"",""portuguesa"",""portuguese""]",portuguese cozido portuguese cozido portuguesa,
food,1e2fc155-b1e1-5abf-ae95-979d0c4ecb37,,Cozido à portuguesa com grão,Portuguese Cozido with Chickpeas,"Portuguese, Boiled with Chickpeas",,"[""cozido"",""cooked"",""boiled"",""portuguesa"",""grão"",""grao"",""chickpea"",""portuguese"",""with"",""chickpeas""]",portuguese cozido with chickpeas portuguese cozido with chickpeas portuguesa grao chickpea,
food,31256ba5-d39b-52df-8989-9de4aa506a43,,Cravinho,Cravinho,Cloves,,"[""cravinho""]",cravinho cravinho,
food,2e106cec-3dc1-555c-8b31-f7cb5d3869eb,,Creme culinário,Cooking Cream,,,"[""creme"",""cream"",""culinário"",""culinario"",""cooking""]",cooking cream cooking cream creme,
food,ec7b6090-de8b-5869-8144-2089268e5139,,"Creme culinário líquido, 65% gordura, com sal",Cooking Cream 65% Fat Salted,"Cooking Cream 65% Fat, Salted",,"[""creme"",""cream"",""culinário"",""culinario"",""líquido"",""liquido"",""65%"",""gordura"",""sal"",""salt"",""cooking"",""65"",""fat"",""salted""]",cooking cream 65 fat salted cooking cream 65 fat salted creme gordura,
food,efcf77ac-aa8e-5219-a48c-47ea45e328bf,,Creme de camarão,Shrimp Cream Soup,,,"[""creme"",""cream"",""camarão"",""camarao"",""shrimp"",""prawn"",""soup""]",shrimp cream soup shrimp cream soup creme camarao prawn,
food,621a39b1-158e-5667-86fb-9a5cc4d79035,,Creme de camarão com natas,Shrimp Cream Soup with Cream,,,"[""creme"",""cream"",""camarão"",""camarao"",""shrimp"",""prawn"",""natas"",""nata"",""soup"",""with""]",shrimp cream soup with cream shrimp cream soup with creme camarao prawn,
food,ff082fa7-a26a-5ac1-9e80-cc886b9b60ff,,Creme de ervilhas,Pea Cream Soup,,,"[""creme"",""cream"",""ervilhas"",""ervilha"",""peas"",""pea"",""soup""]",pea cream soup pea cream soup creme ervilhas ervilha peas,
food,35ea86b2-8d02-5340-981e-5f78d433170c,,Creme para barrar de cacau e avelãs (8 marcas),Chocolate Hazelnut Spread,,,"[""creme"",""cream"",""barrar"",""cacau"",""avelãs"",""avelas"",""avelã"",""marcas"",""marca"",""chocolate"",""hazelnut"",""spread"",""avela""]",chocolate hazelnut spread chocolate hazelnut spread creme cream cacau avelas avela marcas marca,
food,420241e6-e350-55a2-b71d-b8ecb12bcd40,,"Creme vegetal culinário, 75% gordura, sem sal",Vegetable Cooking Cream 75% Fat Unsalted,"Vegetable Cooking Cream 75% Fat, Unsalted",,"[""creme"",""cream"",""vegetal"",""culinário"",""culinario"",""75%"",""gordura"",""sal"",""salt"",""vegetable"",""cooking"",""75"",""fat"",""unsalted""]",vegetable cooking cream 75 fat unsalted vegetable cooking cream 75 fat unsalted creme gordura,
food,4bdaecf7-a0eb-506e-b95d-2e847fc1cce8,,"Creme vegetal para barrar  72% gordura, 33% ácidos gordos polinsaturados",Vegetable Spread 72% Fat Polyunsaturated,,,"[""creme"",""cream"",""vegetal"",""barrar"",""72%"",""gordura"",""33%"",""ácidos"",""acidos"",""ácido"",""gordos"",""gordo"",""polinsaturados"",""polinsaturado"",""vegetable"",""spread"",""72"",""fat"",""polyunsaturated"",""33"",""acido""]",vegetable spread 72 fat polyunsaturated vegetable spread 72 fat polyunsaturated creme cream gordura 33 acido,
food,6bcdcc6f-4075-5ffa-a153-c419e2624e6d,,"Creme vegetal para barrar 35% gordura, com fitosteróis",Vegetable Spread 35% Fat with Phytosterols,,,"[""creme"",""cream"",""vegetal"",""barrar"",""35%"",""gordura"",""fitosteróis"",""fitosterois"",""fitosterói"",""vegetable"",""spread"",""35"",""fat"",""with"",""phytosterols"",""fitosteroi""]",vegetable spread 35 fat with phytosterols vegetable spread 35 fat with phytosterols creme cream gordura fitosteroi,
food,52a8147e-8edc-59a8-a7c3-f366d3d0ae54,,Creme vegetal para barrar 37% gordura,Vegetable Spread 37% Fat,,,"[""creme"",""cream"",""vegetal"",""barrar"",""37%"",""gordura"",""vegetable"",""spread"",""37"",""fat""]",vegetable spread 37 fat vegetable spread 37 fat creme cream gordura,
food,5275b279-dbcf-569c-ab26-f3c239df34fd,,"Creme vegetal para barrar 58% gordura, com cálcio",Vegetable Spread 58% Fat with Calcium,,,"[""creme"",""cream"",""vegetal"",""barrar"",""58%"",""gordura"",""cálcio"",""calcio"",""vegetable"",""spread"",""58"",""fat"",""with"",""calcium""]",vegetable spread 58 fat with calcium vegetable spread 58 fat with calcium creme cream gordura,
food,4a2d8742-d26c-5a1e-809f-4e8b0640bb11,,"Creme vegetal para barrar 70% gordura, 53% ácidos gordos monoinsaturados",Vegetable Spread 70% Fat Monounsaturated,,,"[""creme"",""cream"",""vegetal"",""barrar"",""70%"",""gordura"",""53%"",""ácidos"",""acidos"",""ácido"",""gordos"",""gordo"",""monoinsaturados"",""monoinsaturado"",""vegetable"",""spread"",""70"",""fat"",""monounsaturated"",""53"",""acido""]",vegetable spread 70 fat monounsaturated vegetable spread 70 fat monounsaturated creme cream gordura 53 acido,
food,5a849a0b-9fb7-5d99-83f9-9af9986fa20d,,"Creme vegetal para barrar 70% gordura, com sal",Vegetable Spread 70% Fat Salted,"Vegetable Spread 70% Fat, Salted",,"[""creme"",""cream"",""vegetal"",""barrar"",""70%"",""gordura"",""sal"",""salt"",""vegetable"",""spread"",""70"",""fat"",""salted""]",vegetable spread 70 fat salted vegetable spread 70 fat salted creme cream gordura,
food,ea1759d7-f482-5874-ab7d-f9e062aa96c3,,Croissant,Croissant,,,"[""croissant""]",croissant croissant,
food,0e821804-73fe-59a2-9da4-845f49e89fc5,,Croquete,Croquete,,,"[""croquete""]",croquete croquete,
food,36375f56-ece8-5713-b8db-3528db1142ba,,Croquete de carne de vaca meio-gorda,Croquete Beef Meio-gorda,,,"[""croquete"",""carne"",""meat"",""vaca"",""beef"",""meio"",""gorda"",""fatty""]",croquete beef meio gorda croquete beef meio gorda vaca fatty,
food,969f6085-e526-5ea4-9628-5f3e582feba7,,Cubo de carne de galinha para caldo,Chicken Stock Cube,,,"[""cubo"",""carne"",""meat"",""galinha"",""caldo"",""chicken"",""stock"",""cube""]",chicken stock cube chicken stock cube cubo galinha,
food,345c14df-cafe-588f-b640-cb798aa31e7b,,Cubo de carne de vaca para caldo,Beef Stock Cube,,,"[""cubo"",""carne"",""meat"",""vaca"",""beef"",""caldo"",""stock"",""cube""]",beef stock cube beef stock cube cubo vaca,
food,ece1696d-ceab-585e-916e-5cd3956dfdad,,Curgete crua,Curgete Raw,"Curgete, Raw",,"[""curgete"",""courgette"",""abobrinha"",""zucchini"",""raw"",""crua"",""legume"",""vegetable""]",curgete raw curgete raw courgette abobrinha zucchini,
food,04455ab1-a2c3-53c9-839d-7d7546ad0425,,Curgete frita com óleo alimentar,Curgete Fried Cooking Oil,,,"[""curgete"",""courgette"",""zucchini"",""frita"",""fried"",""óleo"",""oleo"",""oil"",""alimentar"",""cooking""]",curgete fried cooking oil curgete fried cooking oil courgette zucchini frita oleo alimentar,
food,b650db82-1e85-5623-ae66-8c44cba675dc,,Damasco,Damascos,,,"[""damasco"",""damascos"",""alperce"",""alperces"",""apricot"",""apricots"",""fruta"",""fruit""]",damascos damascos alperce alperces apricot apricots,
food,279927ed-c4c5-5a7f-ba45-5e895f25ca8d,,Damasco seco,Dried Apricot,,,"[""damasco"",""apricot"",""seco"",""dried""]",dried apricot dried apricot,
food,72fa13ad-9864-52b9-9209-e8fcddbac9c3,,"Damasco, conserva em calda de açúcar",Canned in Sugar Syrup (Apricot),,,"[""damasco"",""apricot"",""conserva"",""canned"",""calda"",""açúcar"",""acucar"",""sugar"",""in"",""syrup""]",canned in sugar syrup apricot canned in sugar syrup apricot,
